layer_name_raw,layer_title,layer_description,crs,bbox,attributes,geom_type
geonode:esi_wetlands_4_2_py_esi_ssaf_area_3005_2020_0,ESI Wetland Indicator 4.2 Stressor: Point Sources for Pollution,"This layer was produced as part of the Skeena Sustainability Assessment Forum's State of the Values Report for Wetlands (https://data.skeenasalmon.info/dataset/ssaf-state-of-the-values-report-for-wetlands). This indicator, Point Sources for Pollution, can include: contaminated sites, mines, mineral tenures (identifying future sites of point source). These can present a risk to downstream wetlands which may lead to elevated levels of metals, nutrients, changes in pH, and other toxins.",EPSG:3005,,"the_geom, Wetland_Co, Pnt_Src_Pl, esi_wetlands_4_2_py_esi_ssaf_area_3005_2020_0",gml:MultiSurfacePropertyType
geonode:esi_wetlands_4_3_py_esi_ssaf_area_3005_2020_0,ESI Wetland Indicator 4.3 Stressor: Road Density within the Watershed,"This layer was produced as part of the Skeena Sustainability Assessment Forum's State of the Values Report for Wetlands (https://data.skeenasalmon.info/dataset/ssaf-state-of-the-values-report-for-wetlands). This indicator, Road Density within the Watershed, is commonly used as a proxy for potential stressors within a landscape context.",EPSG:3005,,"the_geom, Wetland_Co, Rd_Den_Net, esi_wetlands_4_3_py_esi_ssaf_area_3005_2020_0",gml:MultiSurfacePropertyType
geonode:esi_wetlands_4_4_py_esi_ssaf_area_3005_2020_0,ESI Wetland Indicator 4.4 Stressor: Road Density within 100m of wetlands,"This layer was produced as part of the Skeena Sustainability Assessment Forum's State of the Values Report for Wetlands (https://data.skeenasalmon.info/dataset/ssaf-state-of-the-values-report-for-wetlands). This indicator, Road Density within 100m of Wetlands, represents a conservative buffer around wetland areas capturing wetland species' needs.",EPSG:3005,,"the_geom, Wetland_Co, RdDens100m, esi_wetlands_4_4_py_esi_ssaf_area_3005_2020_0",gml:MultiSurfacePropertyType
geonode:esi_wetlands_4_5_py_esi_ssaf_area_3005_2020_0,ESI Wetland Indicator 4.5 Stressor: Road Density within 2 km of wetlands,"This layer was produced as part of the Skeena Sustainability Assessment Forum's State of the Values Report for Wetlands (https://data.skeenasalmon.info/dataset/ssaf-state-of-the-values-report-for-wetlands). This indicator, Road Density within 2 km of Wetlands, is used as an interim proxy for the wetland’s contributing area.",EPSG:3005,,"the_geom, Wetland_Co, RdDens2km, esi_wetlands_4_5_py_esi_ssaf_area_3005_2020_0",gml:MultiSurfacePropertyType
geonode:esi_wetlands_4_6_py_esi_ssaf_area_3005_2020_0,ESI Wetland Indicator 4.6 Stressor: % Natural/Semi-Natural within 2 km,"This layer was produced as part of the Skeena Sustainability Assessment Forum's State of the Values Report for Wetlands (https://data.skeenasalmon.info/dataset/ssaf-state-of-the-values-report-for-wetlands). This indicator, % Natural/Semi-Natural within 2 km, provides a measure of the ecological integrity of the surrounding landscape.",EPSG:3005,,"the_geom, Wetland_Co, NatSemiNpc, esi_wetlands_4_6_py_esi_ssaf_area_3005_2020_0",gml:MultiSurfacePropertyType
geonode:esi_wetlands_4_7_py_esi_ssaf_area_3005_2020_0,ESI Wetland Indicator 4.7 Function: Hydrologic Support: Flood Reduction Potential,"This layer was produced as part of the Skeena Sustainability Assessment Forum's State of the Values Report for Wetlands (https://data.skeenasalmon.info/dataset/ssaf-state-of-the-values-report-for-wetlands). This indicator, Flood Reduction Potential, provides a measure of capacity of wetlands to reduce floods based on landscape position and waterflow path.",EPSG:3005,,"the_geom, Wetland_Co, FldCtrlFnc, esi_wetlands_4_7_py_esi_ssaf_area_3005_2020_0",gml:MultiSurfacePropertyType
geonode:esi_wetlands_4_8_py_esi_ssaf_area_3005_2020_0,ESI Wetland Indicator 4.8 Benefit: Flood Reduction,"This layer was produced as part of the Skeena Sustainability Assessment Forum's State of the Values Report for Wetlands (https://data.skeenasalmon.info/dataset/ssaf-state-of-the-values-report-for-wetlands). This indicator, Flood Reduction Benefit, provides a measure of benefits that may be provided by wetland flood reduction.",EPSG:3005,,"the_geom, Wetland_Co, SocAs5kmds, esi_wetlands_4_8_py_esi_ssaf_area_3005_2020_0",gml:MultiSurfacePropertyType
geonode:esi_wetlands_4_9_py_esi_ssaf_area_3005_2020_0,ESI Wetland Indicator 4.9 Function: Water Purification Potential,"This layer was produced as part of the Skeena Sustainability Assessment Forum's State of the Values Report for Wetlands (https://data.skeenasalmon.info/dataset/ssaf-state-of-the-values-report-for-wetlands). This indicator, Water Purification Potential, provides a measure of a wetland’s capacity to capture sediment, and interact with water inputs to trap pollutants and nutrients",EPSG:3005,,"the_geom, Wetland_Co, WtrPurFnc, esi_wetlands_4_9_py_esi_ssaf_area_3005_2020_0",gml:MultiSurfacePropertyType
geonode:FOI_conserv_lands_py_nwbc_EPSG3005_2023_02_22,FOI_conserv_lands_py_nwbc_EPSG3005_2023_02_22,No abstract provided,EPSG:3005,,"fid_1, the_geom, fid, CL_FILE, TEN_DOCMNT, SHAPE, INTRID_SID, TEN_STAGE, TEN_LOCATN, TEN_LGLDSC, TEN_A_HECT, RESP_BUS_U, DSP_TR_SID, CD_CHR_STG, OBJECTID, TEN_EXPIRY, TEN_TYPE, TEN_SUBTYP, TNRSTTS, TEN_A_DRVN, TEN_PURPOS, FEAT_CODE, TEN_SUBPRP, CL_FileInt, AgW_Desig, Notes_2022, FOI_conserv_lands_py_nwbc_EPSG3005_2023_02_22",gml:MultiSurfacePropertyType
geonode:FSW_LEVEL_2_v3,FSW_LEVEL_2_v3,No abstract provided,EPSG:3005,,"fid_1, the_geom, fid, FSW_WMA_NA, LAYER, WML, FSW_LEVEL, GNIS_NAME_, WS_KM2, ECA_KM2, ECA, LOW_RISK_T, MOD_RISK_T, HIGH_RSK_, RISK, FSW_LEVEL_2_v3",gml:MultiSurfacePropertyType
geonode:FSW_LEVEL_3_2,FSW_LEVEL_3_2,No abstract provided,EPSG:3005,,"fid_1, the_geom, fid, FSW_WMA_NA, LAYER, WML, FSW_LEVEL, GNIS_NAME_, WS_KM2, ECA_KM2, ECA, LOW_RSK_T, MOD_RSK_T, HIGH_RSK_T, RISK, FSW_LEVEL_3_2",gml:MultiSurfacePropertyType
geonode:FSW_LEVEL_3_v2,FSW_LEVEL_3_v2,No abstract provided,EPSG:3005,,"fid_1, the_geom, fid, FSW_WMA_NA, LAYER, WML, FSW_LEVEL, GNIS_NAME_, WS_KM2, ECA_KM2, ECA, LOW_RSK_T, MOD_RSK_T, HIGH_RSK_T, RISK, FSW_LEVEL_3_v2",gml:MultiSurfacePropertyType
geonode:FSW_LEVEL_4_v2,FSW_LEVEL_4_v2,No abstract provided,EPSG:3005,,"fid_1, the_geom, fid, FSW_WMA_NA, LAYER, WML, FSW_LEVEL, GNIS_NAME_, WS_KM2, ECA_KM2, ECA, LOW_RSK_T, MOD_RSK_T, HIGH_RSK_T, RISK, FSW_LEVEL_4_v2",gml:MultiSurfacePropertyType
geonode:FSW_LEVEL_5,FSW_LEVEL_5,No abstract provided,EPSG:3005,,"fid_1, the_geom, fid, FSW_WMA_NA, LAYER, WML, FSW_LEVEL, GNIS_NAME_, WS_KM2, ECA_KM2, ECA, LOW_RSK_T, MOD_RSK_T, HIGH_RSK_T, RISK, FSW_LEVEL_5",gml:MultiSurfacePropertyType
geonode:FSW_MANAGEMENT_LEVEL_7,FSW_MANAGEMENT_LEVEL_7,No abstract provided,EPSG:3005,,"fid_1, the_geom, fid, FSW_WMA_NA, LAYER, WML, FSW_MANAGE, GNIS_NAME_, WATERSHED_, ECA_AREA_K, ECA, LOW_RISK_T, MOD_RISK_T, HIGH_RISK_, RISK, path, FSW_MANAGEMENT_LEVEL_7",gml:MultiSurfacePropertyType
geonode:FTN_RNG_PY_polygon,FTN_RNG_PY_polygon,No abstract provided,EPSG:3005,,"fid, the_geom, FFID, MAP_BLK_ID, CLNTNMBR, CLNT_LCTND, CLNTNM, FILE_TP_CD, HAY_CUT_NO, AUTH_TON, RETIRE_DT, MAP_LABEL, CAL_YEAR, TOTAL_AUTH, TOTAL_PRIV, NNSFRG, NTTHRZDGRZ, NO_CATTLE, NO_SHEEP, NO_HORSES, OTH_LVSTCK, FEAT_AREA, FEAT_PERIM, FEAT_CLASS, FILE_ST_CD, ADM_DST_CD, ADM_DST_NM, LIFE_ST_CD, AREA_SQM, FEAT_LEN, OBJECTID, FTN_RNG_PY_polygon",gml:MultiSurfacePropertyType
geonode:watershed_databc_nwbc_2017_12_20,FWA Assessment Watersheds - Northwest BC,"Mesoscale aquatic units (2,000 - 10,000 ha) grouped based on Freshwater Atlas (FWA) watershed codes, clipped to Northwest BC. Full dataset available at https://catalogue.data.gov.bc.ca/dataset/freshwater-atlas-assessment-watersheds. Published by the Ministry of Forests, Lands, Natural Resource Operations and Rural Development - GeoBC.

Dataset last modified 2017-12-20",EPSG:3005,,"the_geom, WTRSHD_CD, GNIS_ID_1, WTRSHD_TY, WTRSHD_OR, WTRSHD_MAG, WTRSHD_KEY, WTRSHD_GRI, WTRSHD_FID, WTRBD_KEY, WTRBD_ID, L_WTRSHD_O, L_WTRSHD_M, OBJECTID, GNIS_ID_2, GNIS_NM_1, GNIS_NM_2, WTRSHD_GRC, GNIS_ID_3, GNIS_NM_3, AREA_HA, F_CODE, LFT_RGHT_T, L_WTRSHD_C, watershed_databc_nwbc_2017_12_20",gml:MultiSurfacePropertyType
geonode:fwa_lakes_databc_nwbc_2014_12_10,FWA Lakes - Northwest BC,"Freshwater Atlas (FWA) lake polygon layer, clipped to Northwest BC. Full dataset available at https://catalogue.data.gov.bc.ca/dataset/freshwater-atlas-lakes. Published by the Ministry of Forests, Lands, Natural Resource Operations and Rural Development - GeoBC. 

Dataset last modified 2014-12-10",EPSG:3005,,"the_geom, GNSNM1, WTRBDTP, WTRSHDCD50, AREA_HA, BLLNK, WTRSHDGRPC, WTRSHDGRP1, WTRSHDGRPD, WTRSHDK, WTRBDK50K, WTRBDK, OBJECTID, FTRCD, GNIS_ID_3, WTRBDPLD, GNIS_ID_2, GNIS_ID_1, FWWTRSHDCD, LCLWTRSHDC, LFTRGHTTRB, GNSNM3, GNSNM2, WTRBDKGRPC, fwa_lakes_databc_nwbc_2014_12_10",gml:MultiSurfacePropertyType
geonode:manmade_water_databc_nwbc_2017_12_20,FWA Manmade Waterbodies - Northwest BC,"Freshwater Atlas (FWA) manmade waterbodies, including reservoirs and canals, clipped to Northwest BC. Full dataset available at https://catalogue.data.gov.bc.ca/dataset/freshwater-atlas-manmade-waterbodies. Published by the Ministry of Forests, Lands, Natural Resource Operations and Rural Development - GeoBC.

Dataset last modified 2017-12-20.",EPSG:3005,,"the_geom, GNIS_ID_1, FWWTRSHDCD, FTRCD, AREA_HA, WTRBDTP, WTRSHDCD50, WTRSHDGRP1, LCLWTRSHDC, WTRSHDGRPD, WTRSHDK, WTRSHDGRPC, WTRBDPLD, WTRBDK, GNSNM3, GNIS_ID_3, BLLNK, OBJECTID, WTRBDKGRPC, WTRBDK50K, LFTRGHTTRB, GNSNM2, GNSNM1, GNIS_ID_2, manmade_water_databc_nwbc_2017_12_20",gml:MultiSurfacePropertyType
geonode:fwa_groups_py_EGIS_nwbc_EPSG3005_2021_03_01,FWA Watershed Groups - Northwest BC,"This dataset was produced by merging the BC Freshwater Atlas (FWA) assessment watersheds (April 2019 version) by the watershed group code attribute. Full names for the watershed groups were extracted from the FWA User Guide and appended to the dataset by watershed group code. Some small polygon multi-parts were removed from inland watersheds where they were not connected to the principal watershed grouping, and from coastal watersheds outside the extent of the data layer.",EPSG:3005,,"the_geom, WTRSHD_GRC, WTRSHD_GRP, fwa_groups_py_EGIS_nwbc_EPSG3005_2021_03_01",gml:MultiSurfacePropertyType
geonode:fwa_wetlands_databc_nwbc_2014_12_10,FWA Wetlands - Northwest BC,"Freshwater Atlas (FWA) wetland polygon layer for the province, clipped to Northwest BC.",EPSG:3005,,"the_geom, WTRBDK, LFTRGHTTRB, WTRBDKGRPC, LCLWTRSHDC, GNSNM3, GNSNM1, GNIS_ID_3, GNIS_ID_1, AREA_HA, BLLNK, GNSNM2, WTRSHDGRPD, WTRSHDGRP1, GNIS_ID_2, FWWTRSHDCD, WTRSHDCD50, FTRCD, WTRBDPLD, WTRBDTP, WTRSHDK, WTRBDK50K, OBJECTID, WTRSHDGRPC, fwa_wetlands_databc_nwbc_2014_12_10",gml:MultiSurfacePropertyType
geonode:ften_cutblocks_databc_nwbc_2019_08_27,Forest Tenure Cutblock Polygons,"This is a spatial layer that reflects operational activities for cutblocks contained within harvesting authorities to support the harvesting approval process, monitor forest tenures and support Integrated Land and Resource Registry applications.
Full dataset: https://catalogue.data.gov.bc.ca/dataset/forest-tenure-cutblock-polygons-fta-4-0
Dataset last modified: 2019-08-27",EPSG:3005,,"the_geom, CTBLCKFRST, TIMBER_MRK, CUT_BLK_ID, FEAT_CLASS, BLK_ST_CD, BLK_ST_DT, CB_DESC, CB_SKEY, CUT_REG_CD, REFORST_CD, FEAT_PERIM, PLN_HRV_DT, PLN_GRS_AR, PLN_NET_AR, OPENING_ID, DSTRBNCSTR, DSTRBNCNDD, CLIENT_NUM, CL_LOC_CD, CLIENT_NM, HRV_SKEY, HRVSTTHCTT, HRVSTTHFRS, ADM_DST_CD, ADM_DST_NM, GEO_DST_CD, GEO_DST_NM, HVA_ST_CD, RETIRE_DT, LIFE_ST_CD, SPXMPTND, MAP_LABEL, FEAT_AREA, FEAT_LEN, OBJECTID, ften_cutblocks_databc_nwbc_2019_08_27",gml:MultiSurfacePropertyType
geonode:faults_mempr_nwbc_2017_11_14,Geological Faults - Northwest BC,"BC digital geology (faults) contains geological maps for the province, clipped to Northwest BC. Full dataset available at http://www.empr.gov.bc.ca/Mining/Geoscience/BedrockMapping/Pages/BCGeoMap.aspx. Published by the BC Ministry of Energy, Mines, and Petroleum Resources.

Version: November 14, 2017",EPSG:3005,,"the_geom, gid, ulid, fault_type, confidence, fault_name, length_m, edit_date, pub_org, faults_mempr_nwbc_2017_11_14",gml:MultiLineStringPropertyType
geonode:glaciers_fwa_nwbc_2014,Glaciers - Northwest BC,"Glaciers and ice masses for BC from the GeoBC Freshwater Atlas, clipped to Northwest BC. Full dataset available at https://catalogue.data.gov.bc.ca/dataset/freshwater-atlas-glaciers. Published by the Ministry of Forests, Lands, Natural Resource Operations and Rural Development - GeoBC.

Dataset last modified 2014-12-10.
",EPSG:3005,,"the_geom, WTRSHDGRPD, WTRSHDK, WTRBDPLD, GNIS_ID_1, GNIS_ID_2, WTRBDK50K, WTRBDKGRPC, GNIS_ID_3, WTRBDK, WTRSHDGRPC, WTRSHDCD50, WTRBDTP, GNSNM3, FTRCD, LCLWTRSHDC, GNSNM2, AREA_HA, OBJECTID, WTRSHDGRP1, FWWTRSHDCD, BLLNK, GNSNM1, LFTRGHTTRB, glaciers_fwa_nwbc_2014",gml:MultiSurfacePropertyType
geonode:H_FIRE_PLY_polygon_Bulkley,H_FIRE_PLY_polygon_Bulkley,No abstract provided,EPSG:3005,,"fid, the_geom, FIRE_NO, VERSION_NO, FIRE_YEAR, FIRE_CAUSE, FIRELABEL, SIZE_HA, SOURCE, TRACK_DATE, LOAD_DATE, FIRE_DATE, METHOD, FCODE, SHAPE, OBJECTID, AREA_SQM, FEAT_LEN, H_FIRE_PLY_polygon_Bulkley",gml:MultiSurfacePropertyType
geonode:H_FIRE_PLY_polygon_Morice,H_FIRE_PLY_polygon_Morice,No abstract provided,EPSG:3005,,"fid, the_geom, FIRE_NO, VERSION_NO, FIRE_YEAR, FIRE_CAUSE, FIRELABEL, SIZE_HA, SOURCE, TRACK_DATE, LOAD_DATE, FIRE_DATE, METHOD, FCODE, SHAPE, OBJECTID, AREA_SQM, FEAT_LEN, H_FIRE_PLY_polygon_Morice",gml:MultiSurfacePropertyType
geonode:cons_cutblocks_databc_nwbc_2018_05,Harvested Areas of BC (Consolidated Cutblocks),The consolidated cut blocks dataset spatially depicts crown land cut blocks across the Province of British Columbia and provides the estimated year of harvest for each cut block. Full dataset: https://catalogue.data.gov.bc.ca/dataset/harvested-areas-of-bc-consolidated-cutblocks-. This dataset was updated in May 2018.,EPSG:3005,,"the_geom, OBJECTID, OPENING_ID, DISTURBANC, DISTURBA_1, Data_Sourc, Notes, HARVEST_YE, AREA_HA, Creation_D, Shape_Leng, Shape_Area, cons_cutblocks_databc_nwbc_2018_05",gml:MultiSurfacePropertyType
geonode:ice_water_1,Ice and Water Features,"Glaciers and snow, fresh water and salt water in B.C.",EPSG:3005,,"the_geom, PRESENT_LA, FEATURE_CO, MEAN_ELEVA, MINIMUM_EL, MAXIMUM_EL, ELEVATION_, MEAN_SLOPE, MINIMUM_SL, MAXIMUM_SL, SLOPE_STD_, PERCENT_AS, PERCENT__1, PERCENT__2, PERCENT__3, PERCENT__4, PERCENT__5, PERCENT__6, PERCENT__7, PERCENT__8, PRESENT__1, PRESENT__2, MINIMUM_AR, GEOMETRY_L, GEOMETRY_A, IceWater, ice_water_1",gml:MultiSurfacePropertyType
geonode:Work_camps_egis_nwbc_2019_05_010,Industrial Camps,"This layer describes estimated locations of industrial work camps derived from the BC OGC Associated and Ancillary Areas, TANTALIS Crown Tenures, Forest Tenure Special Use Permit, Water Rights Licences, and Northern Health Industrial Camps datasets. Additional information available at https://data.skeenasalmon.info/dataset/industrial-camp-map-layer.
Dataset last modified 2019-06-11.",EPSG:3005,,"the_geom, FFID, inf_source, STATUS, FL_NMBR, LCNC_NMBR, CL_FILE, LAND_ID, Work_camps_egis_nwbc_2019_05_010",gml:PointPropertyType
geonode:islands_databc_nwbc_2018_01_26,Islands - Northwest BC,"Island dataset from the GeoBC Freshwater Atlas, clipped to Northwest BC. Full dataset available at https://catalogue.data.gov.bc.ca/dataset/freshwater-atlas-islands. Published by the Ministry of Forests, Lands, Natural Resource Operations and Rural Development - GeoBC.

Dataset last modified 2018-01-26.
",EPSG:3005,,"the_geom, GNIS_ID_1, FWWTRSHDCD, FTRCD, AREA_HA, OBJECTID, LCLWTRSHDC, SLNDTP, ISLAND_ID, GNSNM3, GNSNM2, GNSNM1, GNIS_ID_3, GNIS_ID_2, islands_databc_nwbc_2018_01_26",gml:MultiSurfacePropertyType
geonode:kalum_lrmp_py_databc_kalum_EPSG3005_2020_07_1,Kalum Land and Resource Management Plan Boundary,"Boundary of Kalum Land and Resource Management Plan. Clipped from full dataset available at https://catalogue.data.gov.bc.ca/dataset/strategic-land-and-resource-plans-current. Published by the Ministry of Forests, Lands, Natural Resource Operations and Rural Development - Resource Management Objectives.",EPSG:3005,,"the_geom, SLRP_ID, SLRPPRVID, SLRP_NAME, SLRP_ABRVN, PLAN_TYPE, PLANSTATUS, APP_DT, APP_AMD_DT, LEGAL_DT, LGL_AMD_DT, GIS_CH_DT, GIS_CH_PER, CHG_REASON, INITIATOR, ENBLNG_DCE, ENBLNG_DCL, F_CODE, FEAT_AREA, FEAT_LEN, OBJECTID, kalum_lrmp_py_databc_kalum_EPSG3005_2020_07_1",gml:MultiSurfacePropertyType
geonode:kalum_river_2,Kalum River Watershed,Boundary of the Kalum River Watershed based on the BC Freshwater Atlas.,EPSG:3005,,"the_geom, WATERSHED_, WATERSHE_1, WATERSHE_2, AREA_HA, FEATURE_CO, GEOMETRY_L, GEOMETRY_A, kalum_river_2",gml:MultiSurfacePropertyType
geonode:kalum_srmp_py_databc_kalum_EPSG3005_2020_07_1,Kalum Sustainable Resource Management Plan Boundary,"Boundary of Kalum Sustainable Resource Management Plan. Clipped from full dataset available at https://catalogue.data.gov.bc.ca/dataset/strategic-land-and-resource-plans-current. Published by the Ministry of Forests, Lands, Natural Resource Operations and Rural Development - Resource Management Objectives.",EPSG:3005,,"the_geom, SLRP_ID, SLRPPRVID, SLRP_NAME, SLRP_ABRVN, PLAN_TYPE, PLANSTATUS, APP_DT, APP_AMD_DT, LEGAL_DT, LGL_AMD_DT, GIS_CH_DT, GIS_CH_PER, CHG_REASON, INITIATOR, ENBLNG_DCE, ENBLNG_DCL, F_CODE, FEAT_AREA, FEAT_LEN, OBJECTID, kalum_srmp_py_databc_kalum_EPSG3005_2020_07_1",gml:MultiSurfacePropertyType
geonode:lake_kathlyn_outline_py_databc_smithers_epsg3,Kathlyn Lake Watershed Boundary,"This layer displays the Kathlyn Lake watershed boundary from the Freshwater Atlas Assessment Watersheds dataset. Additional information available at https://catalogue.data.gov.bc.ca/dataset/freshwater-atlas-assessment-watersheds. Published by the Ministry of Forests, Lands, Natural Resource Operations and Rural Development - GeoBC",EPSG:3005,,"the_geom, WTRSHD_FID, WTRSHD_GRI, WTRSHD_TY, GNIS_ID_1, GNIS_NM_1, GNIS_ID_2, GNIS_NM_2, GNIS_ID_3, GNIS_NM_3, WTRBD_ID, WTRBD_KEY, WTRSHD_KEY, WTRSHD_CD, L_WTRSHD_C, WTRSHD_GRC, LFT_RGHT_T, WTRSHD_OR, WTRSHD_MAG, L_WTRSHD_O, L_WTRSHD_M, AREA_HA, F_CODE, OBJECTID, FEAT_AREA, FEAT_LEN, lake_kathlyn_outline_py_databc_smithers_epsg3",gml:MultiSurfacePropertyType
geonode:kispiox_river_2,Kispiox River Watershed,Boundary of the Kispiox River Watershed based on the BC Freshwater Atlas.,EPSG:3005,,"the_geom, WATERSHED_, WATERSHE_1, WATERSHE_2, AREA_HA, FEATURE_CO, GEOMETRY_L, GEOMETRY_A, kispiox_river_2",gml:MultiSurfacePropertyType
geonode:lakelse_2,Lakelse Sub-Watershed,Boundary of the Lakelse Sub-Watershed based on the BC Freshwater Atlas.,EPSG:3005,,"the_geom, WATERSHED_, WATERSHE_1, WATERSHE_2, AREA_HA, FEATURE_CO, GEOMETRY_L, GEOMETRY_A, lakelse_2",gml:MultiSurfacePropertyType
geonode:cover_broadleaf_databc_nwbc_2014_12_10,Landsat Land Cover: Broadleaf Forest - Northwest BC,"This layer contains Broadleaf Forest from GeoBase 250K Land Cover, Circa 2000 - Vector. Land Cover information is the result of vectorization of raster thematic data originating from classified Landsat 5 and Landsat 7 ortho-images, for agricultural and forest areas.",EPSG:3005,,"the_geom, OBJECTID, BRDLFFRST2, LNDCVRCLSS, cover_broadleaf_databc_nwbc_2014_12_10",gml:MultiSurfacePropertyType
geonode:cover_grass_databc_nwbc_2014_12_10,Landsat Land Cover: Herb and Grassland - Northwest BC,"This layer contains Herb and Grassland from GeoBase 250K Land Cover, Circa 2000 - Vector. Land Cover information is the result of vectorization of raster thematic data originating from classified Landsat 5 and Landsat 7 ortho-images, for agricultural and forest areas.",EPSG:3005,,"the_geom, LNDCVRCLSS, HRBGRSSLND, OBJECTID, cover_grass_databc_nwbc_2014_12_10",gml:MultiSurfacePropertyType
geonode:cover_mixedfrst_databc_nwbc_2014_12_10,Landsat Land Cover: Mixed Forest - Northwest BC,"This layer contains Mixed Forest from GeoBase 250K Land Cover, Circa 2000 - Vector. Land Cover information is the result of vectorization of raster thematic data originating from classified Landsat 5 and Landsat 7 ortho-images, for agricultural and forest areas.",EPSG:3005,,"the_geom, LNDCVRCLSS, MXDFRST250, OBJECTID, cover_mixedfrst_databc_nwbc_2014_12_10",gml:MultiSurfacePropertyType
geonode:cover_other_databc_nwbc_2014_12_10,Landsat Land Cover: Other - Northwest BC,"This layer contains several land classifications from GeoBase 250K Land Cover, Circa 2000 - Vector. Land classifications include: Perennial Cropland, Annual Cropland, Cultivated Agricultural Land, Bryoids, Developed, Rock/Rubble, Snow/Ice and Unclassified. Land Cover information is the result of vectorization of raster thematic data originating from classified Landsat 5 and Landsat 7 ortho-images, for agricultural and forest areas.",EPSG:3005,,"the_geom, OBJECTID, THRLNDCVR2, LNDCVRCLSS, cover_other_databc_nwbc_2014_12_10",gml:MultiSurfacePropertyType
geonode:cover_shrub_databc_nwbc_2014_12_10,Landsat Land Cover: Shrubland - Northwest BC,"This layer contains Shrubland from GeoBase 250K Land Cover, Circa 2000 - Vector. Land Cover information is the result of vectorization of raster thematic data originating from classified Landsat 5 and Landsat 7 ortho-images, for agricultural and forest areas.",EPSG:3005,,"the_geom, SHRBLND250, LNDCVRCLSS, OBJECTID, cover_shrub_databc_nwbc_2014_12_10",gml:MultiSurfacePropertyType
geonode:landscape_units_py_databc_kalum_epsg3005_20200,Landscape Units - Kalum LRMP Area,"Current Landscape units clipped to Kalum LRMP boundary. Full dataset available at https://catalogue.data.gov.bc.ca/dataset/landscape-units-of-british-columbia-current. Published by the Ministry of Forests, Lands, Natural Resource Operations and Rural Development - Resource Planning and Assessment",EPSG:3005,,"the_geom, LU_ID, LU_PROVID, LU_NUMBER, LU_NAME, BEO, BEO_SUBTYP, ORG_DEC_DT, LST_AMD_DT, GIS_CH_DT, GIS_CH_PER, CHG_REASON, INITIATOR, ENBLNG_DCE, ENBLNG_DCL, F_CODE, AREA_SQM, FEAT_LEN, OBJECTID, landscape_units_py_databc_kalum_epsg3005_20200",gml:MultiSurfacePropertyType
geonode:grizzly_lu,Landscape Units BVRC CE Assessment Study,Landscape units clipped to the BVRC cumulative effects assessment study area. ,EPSG:3005,,"the_geom, Shape_Leng, Shape_Area, LANDSCAPE_, LANDSCAPE1, LU_AREA_KM, LU_AREA__1, LU_AREA__2, LU_AREA__3, LU_AREA__4, Coastal_Di, MAX_RU_ID_, MAX_RU_COD, MAX_RU_Nam, MAX_RU_ove, RU_List, RU_count, MAX_GRIZZL, MAX_GRIZ_1, MAX_GBPU_P, MAX_GBPU_D, MAX_GBPU_S, MAX_GBPU_W, MAX_GBPU_V, MAX_GBPU_1, MAX_GBPU_o, GBPU_List, GBPU_count, GBPU_STATU, MAX_WMU_li, MAX_WILDLI, MAX_WMU_ov, WMU_List, WMU_count, LU_gbear_p, LU_gbearDe, LU_gbear_1, LU_gbear_2, Pop_Mort_I, Pop_Mort_o, Pop_Mort_T, Pop_Mort_F, Pop_Mort_1, Pop_Mort_2, Pop_Mort_3, LU_hunter_, LU_hunterD, LU_hunte_1, LU_hunte_2, Tot_Rd_Len, High_Rd_Le, Mod_Rd_Len, Low_Rd_Len, Road_HM_In, Tot_OpenRd, OpenRoadUt, rdDens_Cla, rdDens_Ris, rdDens_Fla, rdDens_F_1, rodens_all, rodens_a_1, rodens_a_2, rodens_a_3, rodens_a_4, rodens_a_5, rodens_a_6, rodens_a_7, rodens_a_8, rodens_a_9, rodens_HM_, rodens_HM1, rodens_H_1, rodens_H_2, rodens_H_3, rodens_H_4, rodens_H_5, rodens_H_6, rodens_H_7, rodens_H_8, Tot_Core_A, Core_BEI_c, SecCore_BE, LU_Secure_, LU_Secure1, LU_Secur_1, Encounter_, Encounter1, Encounte_1, Encounte_2, Encounte_3, Front_Coun, Back_Count, Front_Co_1, sock_kg_pe, sock_kg__1, chin_kg_pe, chin_kg__1, chum_kg_pe, chum_kg__1, coho_kg_pe, coho_kg__1, pink_kg_pe, pink_kg__1, Tot_Salmon, Tot_Salm_1, Salmon_PCN, Salmon_CLA, Salmon_P_1, Salmon_C_1, Salmon_Adj, Salmon_A_1, LOG_Tot_Sa, LOG_Cls_To, LOG_Tot__1, LOG_Cls__1, Quality_Fo, Lethal_Enc, Lethal_E_1, VRI_TFL_ga, BEC_Low_mS, BEC_Low__1, BEC_Modera, BEC_Mode_1, BEC_High_m, BEC_High_1, BEC_midSer, Tot_BEI_ca, Tot_BEI__1, prot_wghtd, Protected_, Tot_BEI_HI, Tot_BEI__2, Tot_BEI__3, Tot_BEI__4, High_Cap_P, BEI_1_VH_c, BEI_1_VH_1, BEI_1_VH_2, BEI_1_VH_3, BEI_2_High, BEI_2_Hi_1, BEI_2_Hi_2, BEI_2_Hi_3, WHA_EBM_AR, WHA_EBM_PC, WHA_EBM_Fl, ROLLUP_FLA, HIGH_INDIC, HIGH_IND_1, DATE_RUN, ASSESSMENT, ASSESSED_S, ASSESSME_1, grizzly_lu",gml:MultiSurfacePropertyType
